 ,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Region,Country,State,City,Postal Code,Product ID,Segment,Category,Sub-Category,Product Name,Quantity,Sales,Discount,Profit
2314,CA-2017-122035,7/20/2017,7/25/2017,Standard Class,EM-13825,Elizabeth Moffitt,Central,United States,South Dakota,Sioux Falls,57103,OFF-LA-10004093,Corporate,Office Supplies,Labels,Avery 486,2,14.62,0,6.8714
2315,CA-2017-122035,7/20/2017,7/25/2017,Standard Class,EM-13825,Elizabeth Moffitt,Central,United States,South Dakota,Sioux Falls,57103,OFF-AP-10002118,Corporate,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",2,416.32,0,112.4064
2316,CA-2017-122035,7/20/2017,7/25/2017,Standard Class,EM-13825,Elizabeth Moffitt,Central,United States,South Dakota,Sioux Falls,57103,OFF-BI-10000404,Corporate,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,5,43,0,20.21
2317,CA-2017-122035,7/20/2017,7/25/2017,Standard Class,EM-13825,Elizabeth Moffitt,Central,United States,South Dakota,Sioux Falls,57103,FUR-CH-10003833,Corporate,Furniture,Chairs,Novimex Fabric Task Chair,3,182.94,0,27.441
2318,CA-2017-122035,7/20/2017,7/25/2017,Standard Class,EM-13825,Elizabeth Moffitt,Central,United States,South Dakota,Sioux Falls,57103,OFF-BI-10002072,Corporate,Office Supplies,Binders,Cardinal Slant-D Ring Binders,7,60.83,0,30.415
2319,CA-2017-122035,7/20/2017,7/25/2017,Standard Class,EM-13825,Elizabeth Moffitt,Central,United States,South Dakota,Sioux Falls,57103,TEC-AC-10003095,Corporate,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,3,389.97,0,132.5898
2320,CA-2015-117828,12/23/2015,12/26/2015,First Class,BD-11500,Bradley Drucker,South,United States,Virginia,Richmond,23223,OFF-AP-10001563,Consumer,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,4,194.32,0,56.3528
2321,CA-2017-165491,3/20/2017,3/24/2017,Standard Class,HW-14935,Helen Wasserman,West,United States,Washington,Seattle,98115,TEC-AC-10000358,Corporate,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,7,265.93,0,63.8232
2322,CA-2015-109470,12/31/2015,1/3/2016,Second Class,KC-16255,Karen Carlisle,South,United States,Kentucky,Henderson,42420,OFF-BI-10004492,Corporate,Office Supplies,Binders,Tuf-Vin Binders,3,94.74,0,44.5278
2323,CA-2015-109470,12/31/2015,1/3/2016,Second Class,KC-16255,Karen Carlisle,South,United States,Kentucky,Henderson,42420,OFF-BI-10001072,Corporate,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",4,60.64,0,27.8944
2324,CA-2015-109470,12/31/2015,1/3/2016,Second Class,KC-16255,Karen Carlisle,South,United States,Kentucky,Henderson,42420,OFF-BI-10003707,Corporate,Office Supplies,Binders,Aluminum Screw Posts,5,76.3,0,38.15
2325,CA-2015-109470,12/31/2015,1/3/2016,Second Class,KC-16255,Karen Carlisle,South,United States,Kentucky,Henderson,42420,OFF-BI-10000977,Corporate,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,12,364.8,0,167.808
2326,CA-2015-105102,9/15/2015,9/19/2015,Second Class,BM-11575,Brendan Murry,East,United States,New York,New York City,10035,OFF-BI-10002082,Corporate,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,3,79.872,0.2,29.952
2327,CA-2015-105102,9/15/2015,9/19/2015,Second Class,BM-11575,Brendan Murry,East,United States,New York,New York City,10035,FUR-BO-10004709,Corporate,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",1,46.384,0.2,1.1596
2328,CA-2015-105102,9/15/2015,9/19/2015,Second Class,BM-11575,Brendan Murry,East,United States,New York,New York City,10035,OFF-PA-10002365,Corporate,Office Supplies,Paper,Xerox 1967,2,12.96,0,6.2208
2329,CA-2017-138422,9/23/2017,9/26/2017,First Class,KN-16705,Kristina Nunn,West,United States,Colorado,Fort Collins,80525,OFF-EN-10004147,Home Office,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,3,14.352,0.2,5.2026
2330,US-2015-147739,12/25/2015,12/29/2015,Standard Class,JD-16150,Justin Deggeller,East,United States,Pennsylvania,Philadelphia,19140,FUR-FU-10001468,Corporate,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,4,547.136,0.2,-68.392
2331,CA-2016-155187,9/24/2016,9/26/2016,Second Class,LA-16780,Laura Armstrong,West,United States,California,Los Angeles,90004,OFF-ST-10000642,Corporate,Office Supplies,Storage,"Tennsco Lockers, Gray",2,41.96,0,2.9372
2332,CA-2016-155187,9/24/2016,9/26/2016,Second Class,LA-16780,Laura Armstrong,West,United States,California,Los Angeles,90004,OFF-PA-10000380,Corporate,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",5,41.7,0,20.85
2333,CA-2017-169285,3/21/2017,3/25/2017,Standard Class,RW-19690,Robert Waldorf,Central,United States,Indiana,Lafayette,47905,OFF-PA-10004071,Consumer,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",5,277.4,0,133.152
2334,CA-2017-169285,3/21/2017,3/25/2017,Standard Class,RW-19690,Robert Waldorf,Central,United States,Indiana,Lafayette,47905,OFF-PA-10004971,Consumer,Office Supplies,Paper,Xerox 196,1,5.78,0,2.8322
2335,CA-2014-140886,9/30/2014,10/4/2014,Standard Class,KW-16570,Kelly Williams,South,United States,Tennessee,Clarksville,37042,OFF-AP-10000696,Consumer,Office Supplies,Appliances,Holmes Odor Grabber,6,69.216,0.2,11.2476
2336,CA-2017-152695,12/10/2017,12/10/2017,Same Day,CC-12220,Chris Cortes,East,United States,Connecticut,Fairfield,6824,OFF-EN-10004030,Consumer,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,3,10.86,0,5.1042
2337,CA-2017-152695,12/10/2017,12/10/2017,Same Day,CC-12220,Chris Cortes,East,United States,Connecticut,Fairfield,6824,OFF-AP-10000026,Consumer,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,7,426.79,0,123.7691
2338,CA-2014-110639,8/23/2014,8/23/2014,Same Day,RH-19495,Rick Hansen,East,United States,New York,New York City,10009,OFF-PA-10003936,Consumer,Office Supplies,Paper,Xerox 1994,4,25.92,0,12.4416
2339,CA-2014-110639,8/23/2014,8/23/2014,Same Day,RH-19495,Rick Hansen,East,United States,New York,New York City,10009,OFF-PA-10004530,Consumer,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,4,45.92,0,22.5008
2340,CA-2014-121727,8/19/2014,8/24/2014,Standard Class,JK-15625,Jim Karlsson,East,United States,Ohio,Columbus,43229,OFF-AR-10004930,Consumer,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,2,10.72,0.2,1.742
2341,CA-2016-137736,11/10/2016,11/15/2016,Standard Class,DC-13285,Debra Catini,South,United States,Georgia,Warner Robins,31088,OFF-AR-10004999,Consumer,Office Supplies,Art,Newell 315,7,41.86,0,10.465
2342,US-2014-143231,12/31/2014,1/3/2015,First Class,GM-14455,Gary Mitchum,East,United States,Massachusetts,Franklin,2038,FUR-FU-10002501,Home Office,Furniture,Furnishings,Nu-Dell Executive Frame,5,63.2,0,23.384
2343,US-2014-143231,12/31/2014,1/3/2015,First Class,GM-14455,Gary Mitchum,East,United States,Massachusetts,Franklin,2038,TEC-AC-10000358,Home Office,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,3,113.97,0,27.3528
2344,US-2014-155894,7/26/2014,7/30/2014,Second Class,CL-11890,Carl Ludwig,Central,United States,Illinois,Chicago,60623,OFF-ST-10004804,Consumer,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",3,123.552,0.2,-29.3436
2345,CA-2016-119025,2/22/2016,2/28/2016,Standard Class,PV-18985,Paul Van Hugh,Central,United States,Wisconsin,Milwaukee,53209,OFF-AP-10001205,Home Office,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,9,490.32,0,137.2896
2346,CA-2016-159373,3/13/2016,3/18/2016,Standard Class,LT-17110,Liz Thompson,Central,United States,Texas,San Antonio,78207,OFF-PA-10000659,Consumer,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",5,70.08,0.2,24.528
2347,CA-2016-159373,3/13/2016,3/18/2016,Standard Class,LT-17110,Liz Thompson,Central,United States,Texas,San Antonio,78207,OFF-BI-10004141,Consumer,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,2,1.272,0.8,-2.1624
2348,CA-2016-159373,3/13/2016,3/18/2016,Standard Class,LT-17110,Liz Thompson,Central,United States,Texas,San Antonio,78207,FUR-TA-10004619,Consumer,Furniture,Tables,Hon Non-Folding Utility Tables,5,557.585,0.3,0
2349,CA-2017-109701,12/2/2017,12/3/2017,Same Day,AM-10360,Alice McCarthy,West,United States,California,Los Angeles,90032,OFF-BI-10004187,Corporate,Office Supplies,Binders,3-ring staple pack,6,9.024,0.2,3.1584
2350,CA-2017-109701,12/2/2017,12/3/2017,Same Day,AM-10360,Alice McCarthy,West,United States,California,Los Angeles,90032,OFF-BI-10000632,Corporate,Office Supplies,Binders,Satellite Sectional Post Binders,2,69.456,0.2,22.5732
2351,CA-2017-109701,12/2/2017,12/3/2017,Same Day,AM-10360,Alice McCarthy,West,United States,California,Los Angeles,90032,OFF-PA-10003724,Corporate,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",2,10.86,0,5.3214
2352,CA-2017-109701,12/2/2017,12/3/2017,Same Day,AM-10360,Alice McCarthy,West,United States,California,Los Angeles,90032,OFF-AP-10002765,Corporate,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,3,79.47,0,22.2516
2353,CA-2017-109701,12/2/2017,12/3/2017,Same Day,AM-10360,Alice McCarthy,West,United States,California,Los Angeles,90032,OFF-AR-10001868,Corporate,Office Supplies,Art,Prang Dustless Chalk Sticks,6,10.08,0,5.04
2354,CA-2015-111514,8/31/2015,9/2/2015,First Class,SC-20260,Scott Cohen,West,United States,California,San Francisco,94122,FUR-BO-10002545,Corporate,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",7,1552.831,0.15,200.9546
2355,CA-2015-111514,8/31/2015,9/2/2015,First Class,SC-20260,Scott Cohen,West,United States,California,San Francisco,94122,OFF-BI-10002735,Corporate,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,5,137.24,0.2,46.3185
2356,CA-2015-111514,8/31/2015,9/2/2015,First Class,SC-20260,Scott Cohen,West,United States,California,San Francisco,94122,TEC-AC-10004864,Corporate,Technology,Accessories,Memorex Micro Travel Drive 32 GB,1,36.51,0,15.6993
2357,CA-2015-111514,8/31/2015,9/2/2015,First Class,SC-20260,Scott Cohen,West,United States,California,San Francisco,94122,TEC-MA-10000597,Corporate,Technology,Machines,Lexmark S315 Color Inkjet Printer,3,239.976,0.2,80.9919
2358,US-2014-148838,3/17/2014,3/21/2014,Standard Class,CP-12340,Christine Phan,East,United States,New York,New York City,10024,FUR-TA-10003473,Corporate,Furniture,Tables,Bretford Rectangular Conference Table Tops,7,1579.746,0.4,-447.5947
2359,US-2014-148838,3/17/2014,3/21/2014,Standard Class,CP-12340,Christine Phan,East,United States,New York,New York City,10024,FUR-TA-10001950,Corporate,Furniture,Tables,Balt Solid Wood Round Tables,4,1071.576,0.4,-553.6476
2360,US-2014-148838,3/17/2014,3/21/2014,Standard Class,CP-12340,Christine Phan,East,United States,New York,New York City,10024,FUR-TA-10004175,Corporate,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",3,613.908,0.4,-122.7816
2361,US-2014-148838,3/17/2014,3/21/2014,Standard Class,CP-12340,Christine Phan,East,United States,New York,New York City,10024,OFF-PA-10002960,Corporate,Office Supplies,Paper,Xerox 1926,7,34.86,0,16.3842
2362,US-2014-148838,3/17/2014,3/21/2014,Standard Class,CP-12340,Christine Phan,East,United States,New York,New York City,10024,OFF-PA-10000919,Corporate,Office Supplies,Paper,Xerox 1918,4,155.04,0,75.9696
2363,CA-2017-136497,4/16/2017,4/20/2017,Standard Class,RF-19840,Roy Französisch,East,United States,Ohio,Columbus,43229,OFF-BI-10001553,Consumer,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,5,13.71,0.7,-10.054
2364,US-2016-108637,3/13/2016,3/18/2016,Standard Class,AB-10060,Adam Bellavance,South,United States,Virginia,Waynesboro,22980,FUR-FU-10004864,Home Office,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",2,127.88,0,40.9216
2365,US-2016-108637,3/13/2016,3/18/2016,Standard Class,AB-10060,Adam Bellavance,South,United States,Virginia,Waynesboro,22980,OFF-AP-10004540,Home Office,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",2,160.32,0,44.8896
2366,US-2016-108637,3/13/2016,3/18/2016,Standard Class,AB-10060,Adam Bellavance,South,United States,Virginia,Waynesboro,22980,OFF-BI-10004965,Home Office,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,4,46,0,20.7
2367,CA-2014-102295,11/24/2014,11/26/2014,Second Class,EH-13990,Erica Hackney,West,United States,California,Sacramento,95823,FUR-CH-10001714,Consumer,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",1,120.712,0.2,-18.1068
2368,CA-2017-123659,2/10/2017,2/13/2017,First Class,MN-17935,Michael Nguyen,East,United States,Maryland,Clinton,20735,OFF-PA-10002464,Consumer,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),4,23.12,0,11.3288
2369,US-2016-129469,9/23/2016,9/27/2016,Standard Class,KL-16555,Kelly Lampkin,East,United States,Ohio,Fairfield,45014,FUR-FU-10002298,Corporate,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",6,532.704,0.2,-26.6352
2370,US-2016-129469,9/23/2016,9/27/2016,Standard Class,KL-16555,Kelly Lampkin,East,United States,Ohio,Fairfield,45014,OFF-AR-10000315,Corporate,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",2,4.912,0.2,0.307
2371,CA-2017-155152,7/7/2017,7/9/2017,Second Class,MP-17965,Michael Paige,East,United States,Rhode Island,Warwick,2886,TEC-AC-10004353,Corporate,Technology,Accessories,Hypercom P1300 Pinpad,4,252,0,93.24
2372,CA-2016-159940,7/7/2016,7/11/2016,Second Class,BF-11020,Barry Französisch,Central,United States,Illinois,Aurora,60505,FUR-FU-10004973,Corporate,Furniture,Furnishings,Flat Face Poster Frame,8,60.288,0.6,-27.1296
2373,CA-2016-159940,7/7/2016,7/11/2016,Second Class,BF-11020,Barry Französisch,Central,United States,Illinois,Aurora,60505,OFF-FA-10000936,Corporate,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,1,2.632,0.2,0.8225
2374,CA-2016-159940,7/7/2016,7/11/2016,Second Class,BF-11020,Barry Französisch,Central,United States,Illinois,Aurora,60505,OFF-PA-10001609,Corporate,Office Supplies,Paper,Tops Wirebound Message Log Books,9,23.688,0.2,7.6986
2375,CA-2016-159940,7/7/2016,7/11/2016,Second Class,BF-11020,Barry Französisch,Central,United States,Illinois,Aurora,60505,FUR-CH-10000785,Corporate,Furniture,Chairs,Global Ergonomic Managers Chair,2,253.372,0.3,-14.4784
2376,CA-2017-119669,1/24/2017,1/30/2017,Standard Class,TP-21130,Theone Pippenger,South,United States,Georgia,Smyrna,30080,OFF-FA-10000053,Consumer,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,3,5.67,0,0.1134
2377,US-2014-164616,8/19/2014,8/21/2014,Second Class,MS-17770,Maxwell Schwartz,East,United States,Ohio,Columbus,43229,OFF-BI-10001718,Consumer,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,4,76.776,0.7,-58.8616
2378,US-2014-164616,8/19/2014,8/21/2014,Second Class,MS-17770,Maxwell Schwartz,East,United States,Ohio,Columbus,43229,OFF-SU-10004768,Consumer,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,2,9.184,0.2,1.148
2379,CA-2015-148628,12/6/2015,12/11/2015,Standard Class,KM-16375,Katherine Murray,West,United States,California,Thousand Oaks,91360,OFF-PA-10003883,Home Office,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",5,32.75,0,15.065
2380,CA-2016-118052,5/6/2016,5/10/2016,Standard Class,BE-11455,Brad Eason,East,United States,Ohio,Lorain,44052,OFF-FA-10004248,Home Office,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,2,7.216,0.2,1.7138
2381,CA-2016-118052,5/6/2016,5/10/2016,Standard Class,BE-11455,Brad Eason,East,United States,Ohio,Lorain,44052,OFF-PA-10002581,Home Office,Office Supplies,Paper,Xerox 1951,2,49.568,0.2,15.49
2382,CA-2016-118052,5/6/2016,5/10/2016,Standard Class,BE-11455,Brad Eason,East,United States,Ohio,Lorain,44052,FUR-FU-10004848,Home Office,Furniture,Furnishings,DAX Solid Wood Frames,7,54.712,0.2,11.6263
2383,US-2017-117534,3/25/2017,3/26/2017,First Class,CV-12295,Christina VanderZanden,West,United States,California,Fresno,93727,OFF-AP-10002403,Consumer,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,4,176.04,0,45.7704
2384,US-2017-117534,3/25/2017,3/26/2017,First Class,CV-12295,Christina VanderZanden,West,United States,California,Fresno,93727,OFF-AR-10003087,Consumer,Office Supplies,Art,Staples in misc. colors,9,16.02,0,4.4856
2385,US-2017-117534,3/25/2017,3/26/2017,First Class,CV-12295,Christina VanderZanden,West,United States,California,Fresno,93727,OFF-BI-10002026,Consumer,Office Supplies,Binders,Avery Arch Ring Binders,4,185.92,0.2,62.748
2386,US-2017-117534,3/25/2017,3/26/2017,First Class,CV-12295,Christina VanderZanden,West,United States,California,Fresno,93727,TEC-PH-10000141,Consumer,Technology,Phones,Clearsounds A400,4,211.168,0.2,15.8376
2387,US-2017-117534,3/25/2017,3/26/2017,First Class,CV-12295,Christina VanderZanden,West,United States,California,Fresno,93727,TEC-CO-10000971,Consumer,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,2,479.984,0.2,59.998
2388,CA-2015-145065,12/12/2015,12/15/2015,First Class,DK-13375,Dennis Kane,West,United States,California,San Diego,92105,OFF-FA-10001229,Consumer,Office Supplies,Fasteners,Staples,2,7.86,0,3.6156
2389,CA-2015-145065,12/12/2015,12/15/2015,First Class,DK-13375,Dennis Kane,West,United States,California,San Diego,92105,OFF-BI-10002437,Consumer,Office Supplies,Binders,Recycled Premium Regency Composition Covers,2,24.448,0.2,8.8624
2390,US-2015-127040,12/6/2015,12/10/2015,Standard Class,SG-20605,Speros Goranitis,East,United States,New York,New York City,10009,OFF-PA-10004255,Consumer,Office Supplies,Paper,Xerox 219,1,6.48,0,3.1104
2391,US-2015-127040,12/6/2015,12/10/2015,Standard Class,SG-20605,Speros Goranitis,East,United States,New York,New York City,10009,OFF-PA-10001184,Consumer,Office Supplies,Paper,Xerox 1903,7,41.86,0,20.5114
2392,US-2015-127040,12/6/2015,12/10/2015,Standard Class,SG-20605,Speros Goranitis,East,United States,New York,New York City,10009,TEC-AC-10002637,Consumer,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),9,1619.91,0,97.1946
2393,US-2015-127040,12/6/2015,12/10/2015,Standard Class,SG-20605,Speros Goranitis,East,United States,New York,New York City,10009,FUR-FU-10002878,Consumer,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",4,113.92,0,42.1504
2394,CA-2016-128111,3/17/2016,3/23/2016,Standard Class,CS-12355,Christine Sundaresam,East,United States,Massachusetts,Malden,2148,OFF-AR-10000588,Consumer,Office Supplies,Art,Newell 345,2,39.68,0,10.3168
2395,CA-2015-137897,11/14/2015,11/19/2015,Standard Class,PJ-18835,Patrick Jones,East,United States,New York,New York City,10035,TEC-AC-10002217,Corporate,Technology,Accessories,Imation Clip USB flash drive - 8 GB,2,37.6,0,2.256
2396,CA-2015-137897,11/14/2015,11/19/2015,Standard Class,PJ-18835,Patrick Jones,East,United States,New York,New York City,10035,TEC-AC-10001267,Corporate,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,2,59.9,0,23.96
2397,CA-2015-137897,11/14/2015,11/19/2015,Standard Class,PJ-18835,Patrick Jones,East,United States,New York,New York City,10035,OFF-PA-10004041,Corporate,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",5,37,0,16.65
2398,CA-2017-169264,8/14/2017,8/16/2017,Second Class,NP-18700,Nora Preis,West,United States,California,San Francisco,94109,OFF-LA-10001613,Consumer,Office Supplies,Labels,Avery File Folder Labels,2,5.76,0,2.8224
2399,CA-2017-169264,8/14/2017,8/16/2017,Second Class,NP-18700,Nora Preis,West,United States,California,San Francisco,94109,OFF-AR-10000246,Consumer,Office Supplies,Art,Newell 318,6,16.68,0,4.3368
2400,CA-2017-147361,9/9/2017,9/15/2017,Standard Class,SB-20290,Sean Braxton,South,United States,South Carolina,Florence,29501,OFF-ST-10001809,Corporate,Office Supplies,Storage,Fellowes Officeware Wire Shelving,7,628.81,0,12.5762
2401,CA-2017-147361,9/9/2017,9/15/2017,Standard Class,SB-20290,Sean Braxton,South,United States,South Carolina,Florence,29501,OFF-ST-10002214,Corporate,Office Supplies,Storage,X-Rack File for Hanging Folders,5,56.45,0,14.677
2402,CA-2017-145877,4/1/2017,4/4/2017,Second Class,AS-10090,Adam Shillingsburg,Central,United States,Missouri,Springfield,65807,OFF-ST-10000649,Consumer,Office Supplies,Storage,Hanging Personal Folder File,6,94.2,0,23.55
2403,CA-2017-145877,4/1/2017,4/4/2017,Second Class,AS-10090,Adam Shillingsburg,Central,United States,Missouri,Springfield,65807,OFF-EN-10001990,Consumer,Office Supplies,Envelopes,Staple envelope,5,28.4,0,13.348
2404,US-2016-110170,9/27/2016,10/3/2016,Standard Class,HM-14860,Harry Marie,Central,United States,Texas,Huntsville,77340,FUR-BO-10000780,Corporate,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,7,956.6648,0.32,-225.0976
2405,CA-2017-108574,10/7/2017,10/11/2017,Standard Class,MG-18145,Mike Gockenbach,West,United States,California,Los Angeles,90045,TEC-AC-10002049,Consumer,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,9,1115.91,0,200.8638
2406,CA-2017-108574,10/7/2017,10/11/2017,Standard Class,MG-18145,Mike Gockenbach,West,United States,California,Los Angeles,90045,TEC-PH-10003555,Consumer,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,7,128.744,0.2,-28.9674
2407,CA-2017-108574,10/7/2017,10/11/2017,Standard Class,MG-18145,Mike Gockenbach,West,United States,California,Los Angeles,90045,TEC-PH-10000702,Consumer,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",10,79.92,0.2,26.973
2408,CA-2017-144589,1/20/2017,1/25/2017,Standard Class,TM-21010,Tamara Manning,West,United States,California,San Francisco,94122,OFF-AR-10003631,Consumer,Office Supplies,Art,Staples in misc. colors,5,24.2,0,7.986
2409,CA-2017-144589,1/20/2017,1/25/2017,Standard Class,TM-21010,Tamara Manning,West,United States,California,San Francisco,94122,TEC-PH-10003072,Consumer,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,3,359.976,0.2,130.4913
2410,CA-2017-155985,3/23/2017,3/25/2017,First Class,BE-11335,Bill Eplett,West,United States,California,San Francisco,94122,FUR-FU-10000758,Home Office,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,8,211.84,0,76.2624
2411,CA-2014-162684,8/1/2014,8/6/2014,Standard Class,AS-10630,Ann Steele,East,United States,Pennsylvania,Philadelphia,19120,OFF-FA-10000992,Home Office,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",2,5.68,0.2,1.917
2412,CA-2015-142041,6/7/2015,6/9/2015,Second Class,EM-13810,Eleni McCrary,West,United States,California,Los Angeles,90036,OFF-BI-10004187,Corporate,Office Supplies,Binders,3-ring staple pack,5,7.52,0.2,2.632
2413,CA-2014-151295,11/12/2014,11/16/2014,Standard Class,JA-15970,Joseph Airdo,West,United States,California,Los Angeles,90045,OFF-PA-10001947,Consumer,Office Supplies,Paper,Xerox 1974,2,11.96,0,5.8604
2414,CA-2014-151295,11/12/2014,11/16/2014,Standard Class,JA-15970,Joseph Airdo,West,United States,California,Los Angeles,90045,FUR-TA-10002356,Consumer,Furniture,Tables,Bevis Boat-Shaped Conference Table,3,629.064,0.2,31.4532
2415,CA-2016-156300,12/29/2016,1/2/2017,Standard Class,TB-21595,Troy Blackwell,Central,United States,Wisconsin,Milwaukee,53209,FUR-CH-10001714,Consumer,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",5,754.45,0,60.356
2416,CA-2015-146087,7/6/2015,7/11/2015,Standard Class,PP-18955,Paul Prost,East,United States,Massachusetts,Holyoke,1040,FUR-BO-10002824,Home Office,Furniture,Bookcases,Bush Mission Pointe Library,2,301.96,0,60.392
2417,CA-2017-168655,10/12/2017,10/18/2017,Standard Class,ML-18040,Michelle Lonsdale,West,United States,New Mexico,Albuquerque,87105,TEC-AC-10002842,Corporate,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,5,595,0,95.2
2418,CA-2017-168655,10/12/2017,10/18/2017,Standard Class,ML-18040,Michelle Lonsdale,West,United States,New Mexico,Albuquerque,87105,OFF-BI-10002082,Corporate,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,3,79.872,0.2,29.952
2419,CA-2016-107202,5/21/2016,5/28/2016,Standard Class,LC-16930,Linda Cazamias,West,United States,Nevada,Sparks,89431,TEC-MA-10000112,Corporate,Technology,Machines,Panasonic KX MB2061 Multifunction Printer,10,2396.4,0.2,179.73
2420,CA-2017-159597,11/9/2017,11/14/2017,Standard Class,MC-17590,Matt Collister,West,United States,California,Coachella,92236,OFF-ST-10002289,Corporate,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",2,63.56,0,3.178
2421,CA-2017-159597,11/9/2017,11/14/2017,Standard Class,MC-17590,Matt Collister,West,United States,California,Coachella,92236,TEC-AC-10004171,Corporate,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,1,99.99,0,43.9956
2422,CA-2016-155551,4/18/2016,4/23/2016,Standard Class,CR-12580,Clay Rozendal,Central,United States,Illinois,Elmhurst,60126,OFF-ST-10003656,Home Office,Office Supplies,Storage,Safco Industrial Wire Shelving,3,230.376,0.2,-48.9549
2423,CA-2016-155551,4/18/2016,4/23/2016,Standard Class,CR-12580,Clay Rozendal,Central,United States,Illinois,Elmhurst,60126,OFF-PA-10001560,Home Office,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",2,9.664,0.2,3.2616
2424,US-2017-147669,12/25/2017,12/30/2017,Standard Class,SV-20935,Susan Vittorini,East,United States,Ohio,Fairfield,45014,TEC-AC-10002473,Consumer,Technology,Accessories,Maxell 4.7GB DVD-R,7,158.928,0.2,41.7186
